Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
143364;Gelsenkirchen, GH Am Dahlbusch;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
143390;Gelsenkirchen, GH Emmastr.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
143418;Gelsenkirchen, GH Grillostraße;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
143492;Gelsenkirchen, GH Schwalbenstr.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;8
143662;Gladbeck, GH Erich-Fried;BR Münster;Kreis Recklinghausen;Gladbeck;9
143777;Münster, GH Waldschule Kinderhaus;BR Münster;Stadt Münster;Münster;6
143996;Stadtlohn, GH Losbergschule;BR Münster;Kreis Borken;Stadtlohn;4
144101;Ahlen, KH Overbergschule;BR Münster;Kreis Warendorf;Ahlen;7
144174;Hamm, GH Martin-Luther;BR Arnsberg;Stadt Hamm;Hamm;7
144411;Coesfeld, GH Kreuz;BR Münster;Kreis Coesfeld;Coesfeld;3
144447;Dülmen, KH Kardinal-von-Galen-Schule;BR Münster;Kreis Coesfeld;Dülmen;4
144551;Hamm, GH Albert-Schweitzer-Schule;BR Arnsberg;Stadt Hamm;Hamm;6
144599;Senden, GH Edith-Stein-Schule;BR Münster;Kreis Coesfeld;Senden;4
144800;Münster, GH Hiltrup;BR Münster;Stadt Münster;Münster;6
144836;Haltern, GH Joseph-Hennewig-Schule;BR Münster;Kreis Recklinghausen;Haltern am See;4
144976;Oer-Erkenschwick, GH Paul-Gerhardt;BR Münster;Kreis Recklinghausen;Oer-Erkenschwick;6
145130;Marl, KH Merkelheider Weg;BR Münster;Kreis Recklinghausen;Marl;8
145233;Steinfurt, GH am Bagno;BR Münster;Kreis Steinfurt;Steinfurt;5
145245;Emsdetten, GH Marienschule;BR Münster;Kreis Steinfurt;Emsdetten;5
145403;Ochtrup, GH Lortzingstr.;BR Münster;Kreis Steinfurt;Ochtrup;5
145464;Mettingen, GH Josef-Schule;BR Münster;Kreis Steinfurt;Mettingen;5
145476;Recke, KH Dietrich-Bonhoeffer-Schule;BR Münster;Kreis Steinfurt;Recke;4
145490;Hopsten, GH St.Georg;BR Münster;Kreis Steinfurt;Hopsten;2
145506;Ibbenbüren, GH Mettinger Straße;BR Münster;Kreis Steinfurt;Ibbenbüren;5
145634;Everswinkel,GH (RS)Verbundsch.Alverskir.;BR Münster;Kreis Warendorf;Everswinkel;3
146067;Detmold, GH Heidenoldendorf;BR Detmold;Kreis Lippe;Detmold;5
146547;Lemgo, GH Heinrich-Drake-Schule;BR Detmold;Kreis Lippe;Lemgo;5
146584;Bad Salzuflen, GH Lohfeld;BR Detmold;Kreis Lippe;Bad Salzuflen;9
147084;Hövelhof, GH Krollbachschule;BR Detmold;Kreis Paderborn;Hövelhof;4
147102;Paderborn, GH Mastbruchschule;BR Detmold;Kreis Paderborn;Paderborn;7
147370;Bochum, GH Werner-von-Siemens-Schule;BR Arnsberg;Stadt Bochum;Bochum;5
147709;Dortmund, GH Kley;BR Arnsberg;Stadt Dortmund;Dortmund;8
147801;Dortmund, GH Emscherschule Aplerbeck;BR Arnsberg;Stadt Dortmund;Dortmund;6
147898;Dortmund, GH Am Externberg;BR Arnsberg;Stadt Dortmund;Dortmund;9
147941;Dortmund, GH Scharnhorst;BR Arnsberg;Stadt Dortmund;Dortmund;9
147977;Dortmund, GH Schule am Hafen;BR Arnsberg;Stadt Dortmund;Dortmund;9
148015;Dortmund, GH Jeanette-Wolff-Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
148076;Dortmund, GH Konrad von der Mark Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
148143;Dortmund, KH Husenschule;BR Arnsberg;Stadt Dortmund;Dortmund;6
148192;Hagen, GH Ernst-Eversbusch-Schule;BR Arnsberg;Stadt Hagen;Hagen;9
148258;Hagen, GH Geschwister-Scholl-Schule;BR Arnsberg;Stadt Hagen;Hagen;8
148349;Hamm, GH Karlschule;BR Arnsberg;Stadt Hamm;Hamm;9
148350;Hamm, GH Anne-Frank-Schule;BR Arnsberg;Stadt Hamm;Hamm;9
148453;Herne, GH Hans-Tilkowski-Schule;BR Arnsberg;Stadt Herne;Herne;5
148519;Iserlohn, GH Martin-Luther;BR Arnsberg;Märkischen Kreis;Iserlohn;9
148532;Lünen, GH ProfilSchuleLünen-Brambauer;BR Arnsberg;Kreis Unna;Lünen;9
148544;Lünen, GH Heinrich-Bussmann-Schule;BR Arnsberg;Kreis Unna;Lünen;6
148740;Bochum, GH Liselotte-Rauner-Schule;BR Arnsberg;Stadt Bochum;Bochum;8
148805;Witten, GH Freiligrath;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;9
148891;Plettenberg,GH Zeppelin-Teilst.ort Böddi;BR Arnsberg;Märkischen Kreis;Plettenberg;5
149135;Arnsberg, KH Grimme;BR Arnsberg;Hochsauerlandkreis;Arnsberg;6
149172;Meschede, GH Konrad-Adenauer;BR Arnsberg;Hochsauerlandkreis;Meschede;3
149214;Sundern, GH Sundern;BR Arnsberg;Hochsauerlandkreis;Sundern (Sauerland);4
149408;Gevelsberg, GH Gevelsberg;BR Arnsberg;Ennepe-Ruhr-Kreis;Gevelsberg;8
149548;Sprockhövel, GH Mathilde-Anneke-Schule;BR Arnsberg;Ennepe-Ruhr-Kreis;Sprockhövel;7
149603;Iserlohn, GH Letmathe;BR Arnsberg;Märkischen Kreis;Iserlohn;4
149792;Lippstadt, GH Kopernikusschule;BR Arnsberg;Kreis Soest;Lippstadt;5
149913;Eslohe, GH Christine-Koch;BR Arnsberg;Hochsauerlandkreis;Eslohe (Sauerland);2
149949;Meschede, KH St.Walburga-Schule;BR Arnsberg;Hochsauerlandkreis;Bestwig;4
149950;Schmallenberg, GH Schule am Wilzenberg;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;2
150228;Siegen, GH Achenbacher Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
150447;Wilnsdorf, GH Dillenburger Str.;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;4
150721;Bönen, GH Pestalozzischule;BR Arnsberg;Kreis Unna;Bönen;5
150733;Holzwickede, GH Josef-Reding-Schule;BR Arnsberg;Kreis Unna;Holzwickede;5
150782;Hamm, GH Erlenbachschule;BR Arnsberg;Stadt Hamm;Hamm;5
150800;Bad Berleburg,GH L.-zu-Sayn-Wittgenstein;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;2
150850;Düsseldorf, GG Montessori;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
150861;Düsseldorf, GG Aloys-Odenthal-Schule;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;2
150885;Köln, GG Montessori ( Ferdinandstr. );BR Köln;Stadt Köln;Köln;6
150897;Köln, GG Rosenmaarschule;BR Köln;Stadt Köln;Köln;2
150903;Köln, GG Montessori ( Gilbachstr. );BR Köln;Stadt Köln;Köln;1
150927;Reichshof, GG Denklingen;BR Köln;Oberbergischen Kreis;Reichshof;2
150940;Reichshof, GG Eckenhagen;BR Köln;Oberbergischen Kreis;Reichshof;2
150952;Reichshof, GG Hunsheim;BR Köln;Oberbergischen Kreis;Reichshof;3
150988;Bad Honnef, GG Theodor-Weinz;BR Köln;Rhein-Sieg-Kreis;Bad Honnef;3
150990;Lohmar, GG Birk;BR Köln;Rhein-Sieg-Kreis;Lohmar;1
151002;Neunkirchen-Seel., GG Seelscheid;BR Köln;Rhein-Sieg-Kreis;Neunkirchen-Seelscheid;2
151040;Siegburg, GG Kaldauen;BR Köln;Rhein-Sieg-Kreis;Siegburg;3
151051;Troisdorf, GG Siegauenschule;BR Köln;Rhein-Sieg-Kreis;Troisdorf;2
151063;Wachtberg, KG (Verb.) Villip;BR Köln;Rhein-Sieg-Kreis;Wachtberg;1
151087;Wachtberg, GG Drachenfelsschule;BR Köln;Rhein-Sieg-Kreis;Wachtberg;2
151105;Wachtberg, GG Adendorf;BR Köln;Rhein-Sieg-Kreis;Wachtberg;2
151117;Wachtberg, GG Berkum;BR Köln;Rhein-Sieg-Kreis;Wachtberg;2
151130;Windeck, GG Leuscheid;BR Köln;Rhein-Sieg-Kreis;Windeck;2
151142;Windeck, GG (Verb.) Ernst-Moritz-Roth;BR Köln;Rhein-Sieg-Kreis;Windeck;2
151166;Aachen, GG Montessori;BR Köln;Städteregion Aachen;Aachen;4
151178;Düren, KG Echtz;BR Köln;Kreis Düren;Düren;1
151191;Hürtgenwald, GG Gey;BR Köln;Kreis Düren;Hürtgenwald;2
151221;Hürtgenwald, GG (Verb.) Eifelfüchse;BR Köln;Kreis Düren;Hürtgenwald;2
151245;Langerwehe, KG Martinusschule;BR Köln;Kreis Düren;Langerwehe;1
151282;Vettweiß, GG (Verb.) Regenbogenschule;BR Köln;Kreis Düren;Vettweiß;2
151397;Ahlen, GG Lambertischule;BR Münster;Kreis Warendorf;Ahlen;3
151403;Bocholt, GG Biemenhorster;BR Münster;Kreis Borken;Bocholt;3
151415;Bocholt, GG Kreuzschule Mussum;BR Münster;Kreis Borken;Bocholt;1
151476;Haltern, KG (Verb.) Sythen-Lavesum;BR Münster;Kreis Recklinghausen;Haltern am See;1
151488;Haltern, KG Lambertus;BR Münster;Kreis Recklinghausen;Haltern am See;1
151490;Raesfeld, KG Silvesterschule Erle;BR Münster;Kreis Borken;Raesfeld;1
151567;Lübbecke,GG Gehlenbeck-Nettelstedt Verb.;BR Detmold;Kreis Minden-Lübbecke;Lübbecke;2
151622;Warstein, KG Johannesschule;BR Arnsberg;Kreis Soest;Warstein;2
151634;Warstein, KG St. Margaretha-Schule;BR Arnsberg;Kreis Soest;Warstein;2
151646;Iserlohn, GG Hennen;BR Arnsberg;Märkischen Kreis;Iserlohn;1
151658;Iserlohn, GG Kalthof;BR Arnsberg;Märkischen Kreis;Iserlohn;5
151660;Erwitte, KG Cyriakus;BR Arnsberg;Kreis Soest;Erwitte;1
158550;Düsseldorf, RS Werner-von-Siemens;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
158574;Düsseldorf, RS Florastraße;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
158586;Düsseldorf,RS Justus-von-Liebig-Realsch.;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
158598;Düsseldorf, RS Anne-Frank;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;7
158604;Düsseldorf, RS Thomas-Edison;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;6
158616;Düsseldorf, RS Toni-Turek;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;3
158630;Düsseldorf, RS Freiherr-vom-Stein;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;6
158641;Düsseldorf, RS Benrath;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;7
158665;Düsseldorf, RS Friedrichstadt;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;6
158689;Düsseldorf, RS Theodor-Litt;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;4
158690;Düsseldorf, RS Benzenberg;BR Düsseldorf;Stadt Düsseldorf;Düsseldorf;6
158707;Duisburg, RS Karl-Lehr;BR Düsseldorf;Stadt Duisburg;Duisburg;6
158719;Duisburg, RS Gustav-Stresemann-Realsch.;BR Düsseldorf;Stadt Duisburg;Duisburg;6
158744;Duisburg, RS Gustav-Heinemann-Schule;BR Düsseldorf;Stadt Duisburg;Duisburg;6
158781;Essen, RS Albert-Einstein;BR Düsseldorf;Stadt Essen;Essen;2
158811;Essen, RS Gertrud-Bäumer;BR Düsseldorf;Stadt Essen;Essen;9
158823;Essen, RS Elsa-Brändström;BR Düsseldorf;Stadt Essen;Essen;4
158835;Essen, RS Franz-Dinnendahl-Realschule;BR Düsseldorf;Stadt Essen;Essen;6
158847;Essen, RS Schloß Borbeck;BR Düsseldorf;Stadt Essen;Essen;6
158859;Essen, RS Geschwister-Scholl;BR Düsseldorf;Stadt Essen;Essen;7
158872;Essen, RS Helmut-Rahn-Realschule;BR Düsseldorf;Stadt Essen;Essen;9
158884;Essen, RS Helene-Lange;BR Düsseldorf;Stadt Essen;Essen;6
158896;Essen, RS Bertha-Krupp;BR Düsseldorf;Stadt Essen;Essen;8
158902;Essen, RS Bertha-von-Suttner;BR Düsseldorf;Stadt Essen;Essen;8
158940;Essen, RS Theodor Goldschmidt mit Aufbau;BR Düsseldorf;Stadt Essen;Essen;9
158975;Krefeld, RS Horkesgath;BR Düsseldorf;Stadt Krefeld;Krefeld;6
158999;Krefeld, RS Freiherr-vom-Stein;BR Düsseldorf;Stadt Krefeld;Krefeld;6
159001;Krefeld, RS Albert-Schweitzer-Schule;BR Düsseldorf;Stadt Krefeld;Krefeld;9
159037;Leverkusen, RS Montanus;BR Köln;Stadt Leverkusen;Leverkusen;4
159049;Leverkusen, RS Am Stadtpark;BR Köln;Stadt Leverkusen;Leverkusen;7
159050;Mönchengladbach, RS Volksgarten;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;8
159062;Mönchengladbach, RS Geschwister-Scholl;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;6
159086;Mülheim an der Ruhr, RS Stadtmitte;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;9
159098;Mülheim an der Ruhr, RS Broich;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;4
159104;Mülheim an der Ruhr,RS Mellinghofer Str.;BR Düsseldorf;Stadt Mülheim a.d.Ruhr;Mülheim a.d.Ruhr;5
159141;Oberhausen, RS Anne-Frank;BR Düsseldorf;Stadt Oberhausen;Oberhausen;9
159165;Oberhausen, RS Friedrich-Ebert-Schule;BR Düsseldorf;Stadt Oberhausen;Oberhausen;4
159177;Oberhausen, RS Theodor-Heuss;BR Düsseldorf;Stadt Oberhausen;Oberhausen;5
159189;Remscheid, RS Alexander-von-Humboldt;BR Düsseldorf;Stadt Remscheid;Remscheid;5
159190;Remscheid, RS Albert-Schweitzer;BR Düsseldorf;Stadt Remscheid;Remscheid;4
159207;Mönchengladbach, RS an der Niers;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;9
159220;Solingen, RS Albert-Schweitzer-Schule;BR Düsseldorf;Stadt Solingen;Solingen;3
159232;Solingen, RS Theodor-Heuss;BR Düsseldorf;Stadt Solingen;Solingen;5
159244;Solingen, RS Vogelsang;BR Düsseldorf;Stadt Solingen;Solingen;5
159256;Wuppertal, RS Hohenstein;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
159270;Wuppertal, RS Neue Friedrichstr.;BR Düsseldorf;Stadt Wuppertal;Wuppertal;9
159281;Wuppertal, RS Leimbacher Straße;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
159293;Wuppertal, RS Hermann-von-Helmholtz;BR Düsseldorf;Stadt Wuppertal;Wuppertal;8
159300;Wuppertal, RS Vohwinkel;BR Düsseldorf;Stadt Wuppertal;Wuppertal;7
159311;Wuppertal, RS Friedrich-Bayer;BR Düsseldorf;Stadt Wuppertal;Wuppertal;3
159335;Dinslaken, RS Gustav-Heinemann;BR Düsseldorf;Kreis Wesel;Dinslaken;2
159372;Heiligenhaus, RS Nordring;BR Düsseldorf;Kreis Mettmann;Heiligenhaus;4
159414;Mettmann, RS Carl-Fuhlrott-Realschule;BR Düsseldorf;Kreis Mettmann;Mettmann;5
159438;Ratingen, RS Friedrich-Ebert-Schule;BR Düsseldorf;Kreis Mettmann;Ratingen;5
159463;Velbert, RS Kastanienallee;BR Düsseldorf;Kreis Mettmann;Velbert;6
159487;Erkrath, RS Karlstr.;BR Düsseldorf;Kreis Mettmann;Erkrath;4
159529;Grevenbroich, RS Diedrich-Uhlhorn;BR Düsseldorf;Rhein-Kreis Neuss;Grevenbroich;4
159554;Kaarst, RS Halestr.;BR Düsseldorf;Rhein-Kreis Neuss;Kaarst;5
159566;Mönchengladbach, RS Wickrath;BR Düsseldorf;Stadt Mönchengladbach;Mönchengladbach;4
159580;Dormagen, RS Hackenbroich;BR Düsseldorf;Rhein-Kreis Neuss;Dormagen;4
159591;Meerbusch, RS Osterath;BR Düsseldorf;Rhein-Kreis Neuss;Meerbusch;4
159633;Nettetal, RS Kornblumenweg;BR Düsseldorf;Kreis Viersen;Nettetal;3
159645;Schwalmtal, RS Janusz-Korczak;BR Düsseldorf;Kreis Viersen;Schwalmtal;2
159669;Viersen, RS Johannes-Kepler-Schule;BR Düsseldorf;Kreis Viersen;Viersen;2
159670;Viersen, RS An der Josefskirche;BR Düsseldorf;Kreis Viersen;Viersen;6
159694;Goch, RS Leni-Valk;BR Düsseldorf;Kreis Kleve;Goch;3
159773;Moers, RS Heinrich-Pattberg-Schule;BR Düsseldorf;Kreis Wesel;Moers;6
159815;Rees, RS Westring;BR Düsseldorf;Kreis Kleve;Rees;2
159839;Wesel, RS Konrad-Duden-Realschule;BR Düsseldorf;Kreis Wesel;Wesel;4
159852;Hückeswagen, RS Kölner Str.;BR Köln;Oberbergischen Kreis;Hückeswagen;1
159876;Langenfeld, RS Kopernikus-Realschule;BR Düsseldorf;Kreis Mettmann;Langenfeld (Rhld.);3
159918;Leverkusen, RS Theodor-Heuss;BR Köln;Stadt Leverkusen;Leverkusen;4
159955;Bonn, RS Margot-Barnard-Realschule;BR Köln;Stadt Bonn;Bonn;5
159967;Bonn, RS Beuel;BR Köln;Stadt Bonn;Bonn;6
159980;Bonn, RS Emilie-Heyermann-Schule;BR Köln;Stadt Bonn;Bonn;3
159992;Bonn, RS Freiherr-vom-Stein-Schule;BR Köln;Stadt Bonn;Bonn;6
160027;Bonn, RS Gertrud-Bäumer-Schule;BR Köln;Stadt Bonn;Bonn;7
160064;Köln, RS Henry-Ford-Realschule;BR Köln;Stadt Köln;Köln;7
160076;Köln, RS Geschwister-Scholl;BR Köln;Stadt Köln;Köln;5
160090;Köln, RS Ferdinand-Lassalle-Realschule;BR Köln;Stadt Köln;Köln;8
160106;Köln, RS Elly-Heuss-Knapp-Realschule;BR Köln;Stadt Köln;Köln;8
160118;Köln, RS Im Hasental;BR Köln;Stadt Köln;Köln;8
160120;Köln, RS Edith-Stein;BR Köln;Stadt Köln;Köln;5
160131;Köln, RS Peter-Ustinov-Schule;BR Köln;Stadt Köln;Köln;6
160179;Köln, RS Theodor-Heuss-Schule;BR Köln;Stadt Köln;Köln;6
160180;Köln, RS Johann-Bendel-Schule;BR Köln;Stadt Köln;Köln;7
160192;Köln, RS Albert-Schweitzer-Schule;BR Köln;Stadt Köln;Köln;9
160209;Köln, RS Käthe-Kollwitz-Schule;BR Köln;Stadt Köln;Köln;6
160210;Köln, RS Bertha-von-Suttner-Schule;BR Köln;Stadt Köln;Köln;5
160222;Köln, RS Eichendorff-Schule;BR Köln;Stadt Köln;Köln;6
160260;Köln, RS am Rhein;BR Köln;Stadt Köln;Köln;4
160271;Bedburg, RS Goethestraße;BR Köln;Rhein-Erft-Kreis;Bedburg;2
160283;Bergheim, RS Geschwister-Scholl;BR Köln;Rhein-Erft-Kreis;Bergheim;6
160295;Bergheim, RS Albert-Einstein-Realschule;BR Köln;Rhein-Erft-Kreis;Bergheim;5
160313;Kerpen, RS Horrem-Sindorf;BR Köln;Rhein-Erft-Kreis;Kerpen;4
160337;Erftstadt, RS Gottfried-Kinkel;BR Köln;Rhein-Erft-Kreis;Erftstadt;3
160350;Euskirchen, RS Kaplan-Kellermann-Schule;BR Köln;Kreis Euskirchen;Euskirchen;5
160386;Schleiden, RS Ruppenberg;BR Köln;Kreis Euskirchen;Schleiden;2
160404;Brühl, RS Erich Kästner-Realschule;BR Köln;Rhein-Erft-Kreis;Brühl;4
160416;Frechen, RS Allee zum Sportpark;BR Köln;Rhein-Erft-Kreis;Frechen;4
160428;Hürth, RS Friedrich-Ebert;BR Köln;Rhein-Erft-Kreis;Hürth;3
160430;Köln, RS Johann-Gutenberg-Schule;BR Köln;Stadt Köln;Köln;4
160441;Wesseling, RS Albert-Einstein;BR Köln;Rhein-Erft-Kreis;Wesseling;6
160453;Pulheim, RS Marion-Doenhoff-Realschule;BR Köln;Rhein-Erft-Kreis;Pulheim;2
160465;Bergneustadt, RS Breiter Weg;BR Köln;Oberbergischen Kreis;Bergneustadt;3
160477;Gummersbach, RS Am Hepel;BR Köln;Oberbergischen Kreis;Gummersbach;3
160519;Waldbröl, RS Bohlenhagener Str.;BR Köln;Oberbergischen Kreis;Waldbröl;4
160532;Bergisch Gladbach, RS Otto-Hahn;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
160544;Bergisch Gladbach, RS Johannes-Gutenberg;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
160556;Bergisch Gladbach, RS im Kleefeld;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
160568;Köln, RS Wilhelm-Busch-Realschule;BR Köln;Stadt Köln;Köln;7
160570;Köln, RS Max-Planck;BR Köln;Stadt Köln;Köln;7
160581;Köln, RS Otto-Lilienthal-Schule;BR Köln;Stadt Köln;Köln;4
160593;Wipperfürth, RS Hermann-Voss-Realschule;BR Köln;Oberbergischen Kreis;Wipperfürth;2
160600;Lindlar, RS Schulzentrum;BR Köln;Oberbergischen Kreis;Lindlar;2
160714;Siegburg, RS Alexander-von-Humboldt;BR Köln;Rhein-Sieg-Kreis;Siegburg;5
160738;Troisdorf, RS Heimbachstr.;BR Köln;Rhein-Sieg-Kreis;Troisdorf;5
160787;Aachen, RS Hugo-Junkers-Realschule;BR Köln;Städteregion Aachen;Aachen;8
160805;Aachen, RS Luise-Hensel;BR Köln;Städteregion Aachen;Aachen;4
